CandidateCode,UniversityName,UniversityCountry,PreviousQEISessionName,PreviousQEISessionStanding
1533154767,People's Friendship University of Russia Faculty of Medicine,RUSSIA,,
1495632126,Memorial University of Newfoundland Faculty of Medicine,CANADA,,
1381226852,Central Park Medical College,PAKISTAN,,
1365347351,Université des Montagnes Institut Supérieur des Sciences de la Santé,CAMEROON,,
1020037323,University of Khartoum Faculty of Medicine,SUDAN,MCCQE Part I April 2018,Fail
1996156254,Islamic Azad University Tehran Faculty of Medicine,IRAN,,
1288230615,Jinnah Sindh Medical University,PAKISTAN,,
1989857996,Iran University of Medical Sciences (IUMS) School of Medicine,IRAN,,
1952537817,Saba University School of Medicine,SABA,,
2012954382,Mansoura University Faculty of Medicine,EGYPT,MCCQE Part I Fall 2017,Fail
1213878167,McGill University Faculty of Medicine,CANADA,,
1428170919,Ladoke Akintola University of Technology (LAUTECH) College of Health,NIGERIA,,
1355042070,Universidad Nacional de Córdoba Facultad de Ciencias Médicas,ARGENTINA,,
1775332059,Université de Montréal Faculté de Médecine,CANADA,,
1944121294,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
200382562,Shahid Beheshti University of Medical Sciences Faculty of Medicine,IRAN,,
1166789930,University of Benin School of Medicine,NIGERIA,,
1644583648,Obafemi Awolowo University College of Health Sciences,NIGERIA,,
1078330651,"Pontifícia Universidade Católica do Paraná Escola de Medicina, Câmpu",BRAZIL,,
1503720137,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,,
1038518239,Ross University School of Medicine,DOMINICA,MCCQE Part I July 2019,Fail
1849845217,Sir Salimullah Medical College,BANGLADESH,,
1798530712,Islamic Azad University Mashhad Branch Faculty of Medicine,IRAN,MCCQE Part I October 2018,Fail
1716441258,Suez Canal University Faculty of Medicine,EGYPT,,
1915173798,Faculté de Médecine de Monastir,TUNISIA,,
1821052508,Kerman University of Medical Sciences Faculty of Medicine,IRAN,,
1664577127,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1069972013,Université Laval Faculté de Médecine,CANADA,,
1253200702,Washington University of Health and Sciences,BELIZE,,
1296153997,Iran University of Medical Sciences (IUMS) School of Medicine,IRAN,,
1684570210,Government Medical College Nagpur,INDIA,,
1069260881,University of Ilorin College of Health Sciences,NIGERIA,,
1833896505,University of Port Harcourt College of Health Sciences,NIGERIA,,
1372054402,Université Hassan II de Casablanca Faculté de Médecine et de Pharmac,MOROCCO,,
1208421857,Université de Montréal Faculté de Médecine,CANADA,,
1471958833,National University of Science and Technology College of Medicine an,OMAN,,
1826015488,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1196764969,University of Saskatchewan College of Medicine,CANADA,,
1244166154,Siddhartha Medical College,INDIA,,
1025896587,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1579385410,Bangladesh Medical College (BMSRI),BANGLADESH,,
1560591924,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1869409344,Jinnah Sindh Medical University,PAKISTAN,MCCQE Part I October 2018,Fail
1977403014,University of Ottawa Faculty of Medicine,CANADA,MCCQE Part I April 2018,Fail
1407035615,Allama Iqbal Medical College,PAKISTAN,,
2010970742,Université de Kinshasa Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I April 2019,Fail
1813188561,Chinese University of Hong Kong Faculty of Medicine,HONG KONG,MCCQE Part I July 2019,Fail
1747059367,University of Pretoria School of Medicine,SOUTH AFRICA,,
1796953782,Liaquat University of Medical & Health Sciences Jamshoro,PAKISTAN,,
1934225361,Université Laval Faculté de Médecine,CANADA,,
1038212905,Saint James School of Medicine St. Vincent and the Grenadines,SAINT VINCENT AND THE,,
1638441607,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1260211395,Lancaster University Medical School,UNITED KINGDOM,,
1025640120,"University of the West Indies, Barbados Faculty of Medical Sciences",BARBADOS,,
1287842800,Royal College of Surgeons in Ireland School of Medicine,IRELAND,MCCQE Part I April 2018,Fail
1613542504,"Cumming School of Medicine, University of Calgary",CANADA,,
1789913391,Arabian Gulf University College of Medicine and Medical Sciences,BAHRAIN,,
1150899358,University of Gezira Faculty of Medicine,SUDAN,,
1178386124,Université Laval Faculté de Médecine,CANADA,,
1131059657,Women Medical & Dental College,PAKISTAN,MCCQE Part I October 2018,No Standing
1077942299,Université de Montréal Faculté de Médecine,CANADA,,
1137566444,"Cumming School of Medicine, University of Calgary",CANADA,,
1856018601,"Yong Loo Lin School of Medicine, National University of Singapore",SINGAPORE,,
1271463585,Abia State University Faculty of Medicine,NIGERIA,,
1530016172,Faisalabad Medical University,PAKISTAN,,
200374139,Arabian Gulf University College of Medicine and Medical Sciences,BAHRAIN,MCCQE Part I October 2018,Fail
1464737616,Université Laval Faculté de Médecine,CANADA,,
1666346943,Windsor University School of Medicine,SAINT KITTS AND NEVIS,MCCQE Part I July 2019,Fail
1627471161,Université de Montréal Faculté de Médecine,CANADA,,
1660373184,University of Saskatchewan College of Medicine,CANADA,,
1076238467,McGill University Faculty of Medicine,CANADA,,
1374407328,University of Ghana Medical School,GHANA,,
1975763433,Omdurman Islamic University Faculty of Medicine and Health Sciences,SUDAN,,
1880437627,McGill University Faculty of Medicine,CANADA,,
1298696444,Medical University of Gdansk Faculty of Medicine,POLAND,,
1482627898,St. George's University of London,UNITED KINGDOM,,
1482627898,St. George's University of London,UNITED KINGDOM,,
1615372974,Rangpur Medical College,BANGLADESH,,
1519251284,St. George's University School of Medicine,GRENADA,,
200377917,"King Saud University, Riyadh College of Medicine",SAUDI ARABIA,MCCQE Part I Spring 2005,Fail
1803829011,Royal College of Surgeons in Ireland - Medical University of Bahrain,BAHRAIN,,
1814503535,Université de Montréal Faculté de Médecine,CANADA,MCCQE Part I October 2018,Fail
1899406540,University of British Columbia Faculty of Medicine,CANADA,,
1468815006,Obafemi Awolowo University College of Health Sciences,NIGERIA,,
1190718091,University of Ottawa Faculty of Medicine,CANADA,,
1443485039,Ladoke Akintola University of Technology (LAUTECH) College of Health,NIGERIA,,
1231054459,Faculté de Médecine de Sfax,TUNISIA,MCCQE Part I July 2019,Fail
1029455670,Alexandria University Faculty of Medicine,EGYPT,,
1682773171,King Khalid University College of Medicine and Health Sciences,SAUDI ARABIA,,
9795905,Tongji Medical University,CHINA,,
1165882702,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1293912194,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1984682664,McGill University Faculty of Medicine,CANADA,,
1094463548,Nnamdi Azikiwe University College of Health Sciences,NIGERIA,MCCQE Part I October 2018,Fail
199968700,,,MCCQE Part I April 2019,Fail
1383034599,Rheinischen Friedrich-Wilhelms-Universität Bonn Medizinische Fakultä,GERMANY,,
1651039825,"All Saints University School of Medicine, Dominica",DOMINICA,,
1920264387,University of Benin School of Medicine,NIGERIA,,
1556424108,Université de Montréal Faculté de Médecine,CANADA,,
200558584,University of Zimbabwe College of Health Sciences,ZIMBABWE,MCCQE Part I Spring 2007,Fail
1714237633,Kharkiv National Medical University,UKRAINE,,
1698392039,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1676016241,Dalhousie University Faculty of Medicine,CANADA,,
1425121735,University of Toronto Faculty of Medicine,CANADA,,
1148107791,Government Medical College Vellore,INDIA,,
1597715961,Alexandria University Faculty of Medicine,EGYPT,,
1119714689,"Cumming School of Medicine, University of Calgary",CANADA,,
1724408901,St. Martinus University Faculty of Medicine,CURACAO,MCCQE Part I April 2019,Fail
1358565454,Hamdard College of Medicine & Dentistry,PAKISTAN,,
1210260326,"University of Melbourne Faculty of Medicine, Dentistry & Health Scie",AUSTRALIA,,
1131949982,St. Matthew's University School of Medicine (Grand Cayman),CAYMAN ISLANDS,,
1163783861,Medical University of the Americas (Nevis),SAINT KITTS AND NEVIS,,
1027761978,American University of the Caribbean School of Medicine,SINT MAARTEN,,
1554629847,University of British Columbia Faculty of Medicine,CANADA,,
1746537967,University of British Columbia Faculty of Medicine,CANADA,,
1458975248,University of Tripoli Faculty of Medicine,LIBYA,MCCQE Part I October 2018,Fail
1804672085,University of British Columbia Faculty of Medicine,CANADA,,
1146109788,Dow Medical College,PAKISTAN,,
1128915973,Shahid Beheshti University of Medical Sciences Faculty of Medicine,IRAN,,
1267457346,St. George's University School of Medicine,GRENADA,,
1277439074,University of Cape Town Faculty of Health Sciences,SOUTH AFRICA,,
1472120789,Volgograd State Medical University,RUSSIA,,
1506907114,Université Laval Faculté de Médecine,CANADA,,
1993840667,International American University College of Medicine,SAINT LUCIA,,
1230191024,Université de Montréal Faculté de Médecine,CANADA,,
1054468861,"Leicester Medical School, University of Leicester",UNITED KINGDOM,,
1987782675,University of Stellenbosch Faculty of Medicine and Health Sciences,SOUTH AFRICA,,
1006419313,Yerevan Haybusak University Faculty of Medicine,ARMENIA,,
1478583096,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1742038112,Obafemi Awolowo University College of Health Sciences,NIGERIA,,
1010436377,University of Port Harcourt College of Health Sciences,NIGERIA,,
1339807044,University of Ilorin College of Health Sciences,NIGERIA,,
1489088714,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1713027160,Ibn Sina University Faculty of Medicine & Surgery,SUDAN,MCCQE Part I August 2019,Fail
1912712765,Université Laval Faculté de Médecine,CANADA,,
1829811899,Université de Montréal Faculté de Médecine,CANADA,,
200456530,"College of Medicine and Health Sciences, St. Lucia",SAINT LUCIA,,
1540586829,Qazvin University of Medical Sciences Shahid Babaei Faculty of Medic,IRAN,,
1237742564,Université de Montréal Faculté de Médecine,CANADA,,
1562176264,Albert-Ludwigs-Universität Freiburg Medizinische Fakultät,GERMANY,,
1084876383,McGill University Faculty of Medicine,CANADA,,
1314211928,Saba University School of Medicine,SABA,MCCQE Part I July 2019,Fail
1644032484,Saba University School of Medicine,SABA,,
1116475127,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1730236750,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
1746855739,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1874755521,Dalhousie University Faculty of Medicine,CANADA,,
1602455354,Ain Shams University Faculty of Medicine,EGYPT,MCCQE Part I April 2019,Fail
1949164914,,,,
1723391634,University of Jos Faculty of Medical Sciences,NIGERIA,,
1312326442,Shahed University Faculty of Medicine,IRAN,,
1024103277,Fasa University of Medical Sciences Faculty of Medicine,IRAN,,
1829900627,Shifa College of Medicine,PAKISTAN,MCCQE Part I July 2019,Fail
1790731795,University of Toronto Faculty of Medicine,CANADA,,
1012599304,Trinity College Dublin School of Medicine,IRELAND,,
1563498078,University of Queensland Faculty of Medicine,AUSTRALIA,MCCQE Part I August 2019,Pass
1037487871,University of Stellenbosch Faculty of Medicine and Health Sciences,SOUTH AFRICA,,
1151398401,Isfahan University of Medical Sciences Faculty of Medicine,IRAN,,
1324085933,University of Damascus Faculty of Medicine,SYRIA,,
1031328084,Umea University Faculty of Medicine,SWEDEN,,
1339824533,Université de Montréal Faculté de Médecine,CANADA,,
1614097448,University of Saskatchewan College of Medicine,CANADA,,
1055070220,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1292668934,Muzaffarnagar Medical College,INDIA,,
1197275752,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
1793311580,St. Martinus University Faculty of Medicine,CURACAO,,
1358054638,University of British Columbia Faculty of Medicine,CANADA,,
1480128232,King Abdulaziz University College of Medicine,SAUDI ARABIA,MCCQE Part I August 2019,Fail
1810514817,Windsor University School of Medicine,SAINT KITTS AND NEVIS,MCCQE Part I April 2019,Fail
1120216485,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1307088879,Ben-Gurion University of the Negev Faculty of Health Sciences,ISRAEL,,
1796806066,Al-Baath University Faculty of Medicine,SYRIA,,
1617391354,Kasturba Medical College Manipal,INDIA,,
1500433526,Lahore Medical and Dental College,PAKISTAN,,
2007954509,V.N. Karazin Kharkiv National University School of Medicine,UKRAINE,MCCQE Part I August 2019,Fail
1132057166,University of Rwanda College of Medicine and Health Sciences,RWANDA,,
2006947107,,,MCCQE Part I July 2019,Fail
1202698988,University of Toronto Faculty of Medicine,CANADA,,
1551018558,Mashhad University of Medical Sciences Faculty of Medicine,IRAN,MCCQE Part I Fall 2017,Fail
1894959829,Shahid Beheshti University of Medical Sciences Faculty of Medicine,IRAN,MCCQE Part I April 2019,Fail
2007944609,University of Liverpool School of Medicine,UNITED KINGDOM,,
1550618277,University of Toronto Faculty of Medicine,CANADA,,
1584287508,University of Ibadan College of Medicine,NIGERIA,,
1509846117,Dow Medical College,PAKISTAN,,
1794764717,University of British Columbia Faculty of Medicine,CANADA,,
1590693946,Northern Ontario School of Medicine,CANADA,,
2008967206,University of Tripoli Faculty of Medicine,LIBYA,MCCQE Part I October 2018,Fail
1191265222,Karachi Medical and Dental College,PAKISTAN,,
1546424614,Dalhousie University Faculty of Medicine,CANADA,,
1906156714,University of Toronto Faculty of Medicine,CANADA,,
1136051330,University of Ottawa Faculty of Medicine,CANADA,,
1529136385,St. George's University School of Medicine,GRENADA,,
1147690768,University of Benin School of Medicine,NIGERIA,MCCQE Part I April 2019,Fail
1981316655,University of Tripoli Faculty of Medicine,LIBYA,,
1177158530,October 6 University Faculty of Medicine,EGYPT,,
1101972946,Tabriz University of Medical Sciences Faculty of Medicine,IRAN,,
1095893803,Université de Montréal Faculté de Médecine,CANADA,,
1188325607,Saba University School of Medicine,SABA,,
1943197961,Faculté de Médecine de Tunis,TUNISIA,,
1303109854,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
2011960833,"Leicester Medical School, University of Leicester",UNITED KINGDOM,,
1261445149,University of the Free State Faculty of Health Sciences,SOUTH AFRICA,,
1827472381,Allama Iqbal Medical College,PAKISTAN,,
1020753841,Our Lady of Fatima University College of Medicine,PHILIPPINES,,
1812733360,"Max Rady College of Medicine, University of Manitoba",CANADA,,
1286079600,Universidad Central de Venezuela Escuela de Medicina Luis Razetti,VENEZUELA,,
1001691713,Dalhousie University Faculty of Medicine,CANADA,,
1573102563,"King Saud University, Riyadh College of Medicine",SAUDI ARABIA,,
1526603691,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1035707291,University of Cape Town Faculty of Health Sciences,SOUTH AFRICA,,
1201745475,University of Pretoria School of Medicine,SOUTH AFRICA,MCCQE Part I April 2019,Fail
1874212360,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1059195147,Aureus University School of Medicine,ARUBA,,
1822228186,Jinnah Sindh Medical University,PAKISTAN,,
1267528519,Saba University School of Medicine,SABA,,
1290684898,,,,
1620856285,"Cumming School of Medicine, University of Calgary",CANADA,,
1899499458,Iran University of Medical Sciences (IUMS) School of Medicine,IRAN,MCCQE Part I July 2019,Fail
1169395479,Sultan Qaboos University College of Medicine,OMAN,,
1892580405,University of Toronto Faculty of Medicine,CANADA,,
1496080175,Emilio Aguinaldo College School of Medicine,PHILIPPINES,,
2011954802,Universitas Kristen Maranatha Fakultas Kedokteran,INDONESIA,MCCQE Part I Fall 2013,Fail
2010975849,Moscow State University of Medicine and Dentistry named after A. I.,RUSSIA,,
1452099285,Ben-Gurion University of the Negev Faculty of Health Sciences,ISRAEL,,
1999376706,Dubai Medical College for Girls,UNITED ARAB EMIRATES,,
1264270338,University of British Columbia Faculty of Medicine,CANADA,,
1455668977,Université de Montréal Faculté de Médecine,CANADA,,
1358049828,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1344564041,Université d'Antananarivo Faculté de Médecine,MADAGASCAR,,
1980624785,University of Medicine of Tirana (UMT),ALBANIA,MCCQE Part I April 2019,Fail
1545136690,"University of Sydney, Sydney Medical School",AUSTRALIA,,
1331977281,Université de Montréal Faculté de Médecine,CANADA,,
1120391096,"University of Science, Arts & Technology (USAT) Faculty of Medicine",MONTSERRAT,,
1366441970,Université de Montréal Faculté de Médecine,CANADA,,
1597971099,Avalon University School of Medicine,CURACAO,,
1335757233,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1565275079,Université de Montréal Faculté de Médecine,CANADA,,
1999693680,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1193196538,Avalon University School of Medicine,CURACAO,MCCQE Part I August 2019,Fail
1459072977,Université Laval Faculté de Médecine,CANADA,,
1483416484,University of Alberta Faculty of Medicine and Dentistry,CANADA,,
1653890433,University of Oxford Medical Sciences Division,UNITED KINGDOM,,
1025181056,Saint James School of Medicine Anguilla,ANGUILLA,,
1805992325,Batterjee Medical College for Sciences and Technology,SAUDI ARABIA,,
1445778919,,,,
2008948240,University of Tripoli Faculty of Medicine,LIBYA,MCCQE Part I Fall 2016,Fail
1273792570,Université Laval Faculté de Médecine,CANADA,,
1912279632,Université Cadi Ayyad Faculté de Médecine et de Pharmacie de Marrake,MOROCCO,MCCQE Part I April 2019,Fail
1758956180,Kempegowda Institute of Medical Sciences,INDIA,,
1127731734,Yichun University School of Medicine,CHINA,,
1549595748,University of Saskatchewan College of Medicine,CANADA,,
1765192314,Université de Montréal Faculté de Médecine,CANADA,,
1952373791,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1070362387,University of Limerick Graduate Entry Medical School,IRELAND,,
1637490662,University of Gezira Faculty of Medicine,SUDAN,,
1347170678,University of Ilorin College of Health Sciences,NIGERIA,,
1029750179,Ziauddin Medical College,PAKISTAN,,
1029750179,Ziauddin Medical College,PAKISTAN,,
1529199586,Ahfad University for Women School of Medicine,SUDAN,,
1257867002,Université de Montréal Faculté de Médecine,CANADA,,
1269747284,"Ruth and Bruce Rappaport Faculty of Medicine, Technion Israel Instit",ISRAEL,MCCQE Part I April 2018,Fail
1279986488,"Cumming School of Medicine, University of Calgary",CANADA,,
1770801224,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1444469891,James Cook University College of Medicine and Dentistry,AUSTRALIA,,
1424053929,Université de Kinshasa Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I July 2019,Fail
1480412304,"Cumming School of Medicine, University of Calgary",CANADA,,
1812697528,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1442251343,University of Damascus Faculty of Medicine,SYRIA,,
1224181031,Netaji Subhash Chandra Bose Medical College,INDIA,MCCQE Part I August 2019,Fail
1528237407,King Abdulaziz University College of Medicine,SAUDI ARABIA,MCCQE Part I July 2019,Fail
1443007943,Université de Lubumbashi Faculté de Médecine,DEMOCRATIC REPUBLIC O,MCCQE Part I July 2019,Fail
1449607201,Université de Montréal Faculté de Médecine,CANADA,,
1059969309,Université de Lubumbashi Faculté de Médecine,DEMOCRATIC REPUBLIC O,,
1547476851,"Cumming School of Medicine, University of Calgary",CANADA,,
1836613257,University of British Columbia Faculty of Medicine,CANADA,,
1491479983,Rajah Muthiah Medical College,INDIA,,
1689288223,Université d'Etat d'Haïti Faculté de Médecine et de Pharmacie,HAITI,MCCQE Part I October 2018,Fail
1720137463,University of British Columbia Faculty of Medicine,CANADA,,
1881941297,University of the City of Manila College of Medicine,PHILIPPINES,,
1803267977,Ross University School of Medicine,BARBADOS,,
1381471297,University of British Columbia Faculty of Medicine,CANADA,,
1413689025,University of Buea Faculty of Health Sciences,CAMEROON,,
1308305589,Université de Montréal Faculté de Médecine,CANADA,,
1906131792,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1748395875,Avalon University School of Medicine,CURACAO,,
1778063354,Ben-Gurion University of the Negev Faculty of Health Sciences,ISRAEL,,
1131498031,Dalhousie University Faculty of Medicine,CANADA,,
1696797915,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1400122742,Saba University School of Medicine,SABA,,
1319293648,Cairo University Faculty of Medicine,EGYPT,,
1565921829,Hormozgan University of Medical Sciences (HUMS) Faculty of Medicine,IRAN,,
1649279096,Liaquat University of Medical & Health Sciences Jamshoro,PAKISTAN,,
1949873960,"Cumming School of Medicine, University of Calgary",CANADA,,
1461849383,"Leicester Medical School, University of Leicester",UNITED KINGDOM,,
1077396834,"Universidad El Bosque, Escuela Medicina Colombiana",COLOMBIA,MCCQE Part I April 2019,Fail
1936207563,Université de Montréal Faculté de Médecine,CANADA,,
1408817873,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
1825394544,Windsor University School of Medicine,SAINT KITTS AND NEVIS,,
1607162260,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
2009953327,Fasa University of Medical Sciences Faculty of Medicine,IRAN,,
1337060558,Alexandria University Faculty of Medicine,EGYPT,,
1365867825,Ziauddin Medical College,PAKISTAN,,
1479205223,University of Tripoli Faculty of Medicine,LIBYA,MCCQE Part I October 2018,Fail
1001648235,University of Wollongong School of Medicine,AUSTRALIA,,
1413300533,Jinnah Sindh Medical University,PAKISTAN,MCCQE Part I April 2018,Fail
1911001938,Saint James School of Medicine Anguilla,ANGUILLA,,
1095456182,University of Benin School of Medicine,NIGERIA,,
1989278855,Obafemi Awolowo University College of Health Sciences,NIGERIA,,
1997311823,Sylhet M.A.G. Osmani Medical College,BANGLADESH,MCCQE Part I October 2018,Fail
1597552337,Muhimbili University of Health and Allied Sciences School of Medicin,TANZANIA,MCCQE Part I July 2019,Fail
1136027959,Faculté de Médecine de Tunis,TUNISIA,MCCQE Part I April 2019,Fail
1811853331,University of Ibadan College of Medicine,NIGERIA,,
1488375320,Islamic International Medical College,PAKISTAN,,
1956107526,Arabian Gulf University College of Medicine and Medical Sciences,BAHRAIN,,
1287601511,Tabriz University of Medical Sciences Faculty of Medicine,IRAN,,
1981175350,Université de Montréal Faculté de Médecine,CANADA,,
200282194,Islamic Azad University Tehran Faculty of Medicine,IRAN,MCCQE Part I October 2018,Fail
1496813214,"Cumming School of Medicine, University of Calgary",CANADA,,
1778442764,Danylo Halytsky Lviv National Medical University,UKRAINE,MCCQE Part I July 2019,Fail
1201958781,University of Toronto Faculty of Medicine,CANADA,,
1247633125,Islamic International Medical College,PAKISTAN,,
1709081267,Royal College of Surgeons in Ireland School of Medicine,IRELAND,,
1068049605,University of Belgrade Faculty of Medicine,SERBIA,,
1955263097,University of Limerick Graduate Entry Medical School,IRELAND,MCCQE Part I Spring 2016,Fail
1227958038,University of Queensland Faculty of Medicine,AUSTRALIA,,
1304748683,Poznan University of Medical Sciences Center for Medical Education i,POLAND,,
1089133539,Avalon University School of Medicine,CURACAO,,
1645103630,Baqai Medical College,PAKISTAN,,
1399612876,Tehran University of Medical Sciences School of Medicine,IRAN,MCCQE Part I July 2019,Fail
1248041475,"Michael G. DeGroote School of Medicine, McMaster University",CANADA,,
1599208345,University of Port Harcourt College of Health Sciences,NIGERIA,MCCQE Part I Spring 2015,Fail
1579166198,Windsor University School of Medicine,SAINT KITTS AND NEVIS,,
1634856083,Hormozgan University of Medical Sciences (HUMS) Faculty of Medicine,IRAN,,
1836003170,University College Dublin School of Medicine,IRELAND,,
2011967631,"Jawaharlal Nehru Medical College, Aligarh",INDIA,,
1381734309,Tabriz University of Medical Sciences Faculty of Medicine,IRAN,,
1932020010,"University of Medicine and Health Sciences, St. Kitts",SAINT KITTS AND NEVIS,,
1156576108,Université de Montréal Faculté de Médecine,CANADA,,
1378828767,National University of Science and Technology College of Medicine an,OMAN,,
1926991535,Université de Montréal Faculté de Médecine,CANADA,,
1658981087,Tongji University School of Medicine,CHINA,MCCQE Part I April 2019,Fail
1487596091,Universitatea de Medicin? ?i Farmacie Iuliu Ha?ieganu Facultatea de,ROMANIA,,
1196989459,University of Ilorin College of Health Sciences,NIGERIA,,
1567938832,University of Limerick Graduate Entry Medical School,IRELAND,,
1171507124,NUI Galway School of Medicine,IRELAND,,
1578176157,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
1090950507,King Abdulaziz University College of Medicine,SAUDI ARABIA,,
1884029299,University of Sharjah College of Medicine,UNITED ARAB EMIRATES,,
1458257621,Dow Medical College,PAKISTAN,,
1044015428,University of Toronto Faculty of Medicine,CANADA,,
1350522915,Tehran University of Medical Sciences School of Medicine,IRAN,,
1696206448,Dow Medical College,PAKISTAN,MCCQE Part I July 2019,Fail
2010981656,Zagazig University Faculty of Medicine,EGYPT,,
1084693858,Shiraz University of Medical Sciences School of Medicine,IRAN,MCCQE Part I October 2018,Fail
1667344524,Université de Sherbrooke Faculté de Médecine et des Sciences de la S,CANADA,,
1776830209,"Kilimanjaro Christian Medical College, Tumaini University",TANZANIA,,
1138190564,NUI Galway School of Medicine,IRELAND,,
1382547600,Rajshahi Medical College & Hospital,BANGLADESH,,
1747993976,"Max Rady College of Medicine, University of Manitoba",CANADA,,
1851271466,"Schulich School of Medicine and Dentistry, Western University",CANADA,MCCQE Part I April 2019,Fail
1175414473,Islamic International Medical College,PAKISTAN,,
1559231790,"Leicester Medical School, University of Leicester",UNITED KINGDOM,,
1611045549,Sumy State University Medical Institute,UKRAINE,,
1342851571,Ain Shams University Faculty of Medicine,EGYPT,,
1149338460,Universidad Autónoma de Nuevo León Facultad de Medicina,MEXICO,,
1094391750,Hormozgan University of Medical Sciences (HUMS) Faculty of Medicine,IRAN,,
1968026279,University of Ibadan College of Medicine,NIGERIA,,
1141670461,Poznan University of Medical Sciences Center for Medical Education i,POLAND,,
1665330856,Imam Abdulrahman Bin Faisal University College of Medicine,SAUDI ARABIA,,
1752104603,Université Laval Faculté de Médecine,CANADA,,
1163792153,Université Laval Faculté de Médecine,CANADA,,
1746830198,Université Laval Faculté de Médecine,CANADA,,
1451719043,Queen's University Faculty of Health Sciences,CANADA,,
1600958885,Université de Montréal Faculté de Médecine,CANADA,,
1344075245,Memorial University of Newfoundland Faculty of Medicine,CANADA,,
1083650134,University of Ottawa Faculty of Medicine,CANADA,MCCQE Part I April 2019,Fail
1199784667,Central Park Medical College,PAKISTAN,,
1655516730,University of Aleppo Faculty of Medicine,SYRIA,,
1853004184,Medical University of the Americas (Nevis),SAINT KITTS AND NEVIS,,
1819393932,University of Queensland Faculty of Medicine,AUSTRALIA,,
1690015904,Université de Montréal Faculté de Médecine,CANADA,,
1844024431,Surat Municipal Institute of Medical Education and Research,INDIA,,
1210502258,University of Szeged Faculty of Medicine,HUNGARY,,
1843317859,Soochow University Medical College,CHINA,,
1790693302,Shahid Beheshti University of Medical Sciences Faculty of Medicine,IRAN,,
1472606368,Universidad Autónoma de Guadalajara Facultad de Medicina Guadalajara,MEXICO,MCCQE Part I October 2018,Fail
1587179670,University of British Columbia Faculty of Medicine,CANADA,,
1453890326,,,,
1967533440,King Edward Medical University,PAKISTAN,MCCQE Part I July 2019,Fail
1355556315,University of Ottawa Faculty of Medicine,CANADA,,
1938754337,Nishtar Medical University,PAKISTAN,,
1818214396,University of British Columbia Faculty of Medicine,CANADA,,
1603813288,University of Jos Faculty of Medical Sciences,NIGERIA,,
1961244949,Université de Montréal Faculté de Médecine,CANADA,,
1194920507,Isfahan University of Medical Sciences Faculty of Medicine,IRAN,,
1831141024,University of Saskatchewan College of Medicine,CANADA,,
1541926531,University of British Columbia Faculty of Medicine,CANADA,,
2010971188,Obafemi Awolowo University College of Health Sciences,NIGERIA,MCCQE Part I October 2018,Fail
1884898048,Queen's University Faculty of Health Sciences,CANADA,,
1679621036,Guilan University of Medical Sciences,IRAN,MCCQE Part I April 2019,Fail
1731410420,Government Medical College Surat,INDIA,,
1790461466,"Schulich School of Medicine and Dentistry, Western University",CANADA,,
1793920794,United Arab Emirates University College of Medicine and Health Scien,UNITED ARAB EMIRATES,,
1067910611,St. George's University School of Medicine,GRENADA,,
1536208505,Kwame Nkrumah University of Science & Technology School of Medical S,GHANA,,
1209346113,,,,
1450418536,Jinnah Medical and Dental College,PAKISTAN,,
1447464889,Shifa College of Medicine,PAKISTAN,,
1645688944,,,MCCQE Part I April 2019,Fail
